769690830114357248	P
771077379531821057	NONE
772489016352669701	NONE
771317218634149888	NEU
771316436107014144	P
771720050017460225	P
771519053211004929	N
772626202238578688	P
772619014820560896	NONE
772993402791202816	NONE
772207730887122946	NEU
772279896844464128	NEU
772240073597317120	N
774091316183478272	NEU
774749864647274498	P
774995056080084993	P
775011782456901633	P
774790015209594880	P
774857935503646720	P
773374788639268864	P
775076568112701440	P
773171351226122240	NONE
767932620646653952	N
767872843875028993	NEU
768211012495417345	NEU
769133915793686528	NEU
769215099664039936	N
769545027802587136	N
769390046210318337	P
767782736664944641	P
767423441452437504	NONE
768989329154838528	P
769013102457290757	NONE
769002663505752064	P
768598642307506176	N
768665778413600768	P
768672756409991168	NEU
768692566548213760	P
757597811898781696	NEU
757602234041524224	N
757077849320939520	P
757355012112715776	NONE
757414319772594176	NONE
756826418244415488	NEU
757073772277067776	NONE
756565904037670912	NONE
758019095879151616	N
756645807756107776	NONE
756616653505437698	NONE
755933229962723328	NONE
755769959687544833	P
756015295903440896	N
759431031422320640	N
759783733775835137	NONE
759529525852180482	P
760391744752148480	NONE
760081730623733761	P
760143578794450944	NONE
760492618375532545	P
759236031694725121	NEU
760896416667541504	P
763075659119951872	NEU
763306552317079552	NEU
765045217237962753	P
765025174815113216	N
762793889145163777	NONE
765242085775638529	N
764675800608145408	N
764692006950043648	P
765425712358621185	N
765413630720344066	N
765334266720944128	N
764916427799293952	NEU
754881583937646592	N
758195444375818240	N
755067714801131521	NEU
755169779812409345	NEU
758890548182646784	NONE
755388295081758720	N
755234896117952512	NEU
758283904797192192	P
758285619214766080	P
758416357922930694	NEU
758492361517326337	NONE
758499052828839936	NEU
766301800890822656	P
766179300181549056	N
766493222461845508	NONE
765537241527676929	P
766395669905104901	P
765640665493544960	P
765742009894182912	P
767007430274199552	P
766496881480495104	P
766239845849194497	N
765778044598489092	N
765776184059781121	P
761026703946723328	N
762727393354256384	NEU
759446264564113409	N
759433268592799744	NEU
761436543840088064	N
761808082586390529	NEU
761807541554716672	NONE
761772130782547968	N
777224631338033152	P
777580423262142464	N
777568106176622593	NONE
777514447724306433	NEU
777854711777099776	N
777913887953940480	N
778714041367703552	NONE
778663818507481096	NONE
778628460742836225	N
778630634809991168	N
778433914914365444	NEU
778050380940898304	NEU
779244878253391873	NONE
783736079924940800	P
783298355933933568	NEU
783318730319224832	P
783669473840627712	NONE
784109537326460929	N
784159657350823936	NEU
783124669259841536	P
