769690830114357248	P
771077379531821057	P
772489016352669701	P
771317218634149888	P
771316436107014144	P
771720050017460225	P
771519053211004929	P
772626202238578688	P
772619014820560896	NEU
772993402791202816	P
772207730887122946	P
772279896844464128	P
772240073597317120	P
774091316183478272	P
774749864647274498	P
774995056080084993	P
775011782456901633	NONE
774790015209594880	P
774857935503646720	P
773374788639268864	P
775076568112701440	P
773171351226122240	P
767932620646653952	P
767872843875028993	N
768211012495417345	P
769133915793686528	P
769215099664039936	P
769545027802587136	P
769390046210318337	P
767782736664944641	P
767423441452437504	P
768989329154838528	P
769013102457290757	P
769002663505752064	P
768598642307506176	P
768665778413600768	P
768672756409991168	P
768692566548213760	P
757597811898781696	P
757602234041524224	P
757077849320939520	P
757355012112715776	P
757414319772594176	P
756826418244415488	P
757073772277067776	P
756565904037670912	P
758019095879151616	P
756645807756107776	P
756616653505437698	P
755933229962723328	P
755769959687544833	P
756015295903440896	P
759431031422320640	P
759783733775835137	N
759529525852180482	P
760391744752148480	P
760081730623733761	P
760143578794450944	P
760492618375532545	P
759236031694725121	P
760896416667541504	P
763075659119951872	P
763306552317079552	P
765045217237962753	P
765025174815113216	P
762793889145163777	P
765242085775638529	P
764675800608145408	P
764692006950043648	P
765425712358621185	P
765413630720344066	P
765334266720944128	P
764916427799293952	P
754881583937646592	P
758195444375818240	P
755067714801131521	NEU
755169779812409345	P
758890548182646784	P
755388295081758720	P
755234896117952512	P
758283904797192192	P
758285619214766080	P
758416357922930694	P
758492361517326337	P
758499052828839936	NEU
766301800890822656	P
766179300181549056	P
766493222461845508	P
765537241527676929	P
766395669905104901	NEU
765640665493544960	P
765742009894182912	P
767007430274199552	P
766496881480495104	P
766239845849194497	N
765778044598489092	P
765776184059781121	P
761026703946723328	P
762727393354256384	P
759446264564113409	P
759433268592799744	P
761436543840088064	P
761808082586390529	P
761807541554716672	P
761772130782547968	P
777224631338033152	P
777580423262142464	P
777568106176622593	P
777514447724306433	P
777854711777099776	P
777913887953940480	P
778714041367703552	P
778663818507481096	P
778628460742836225	P
778630634809991168	P
778433914914365444	P
778050380940898304	P
779244878253391873	P
783736079924940800	P
783298355933933568	P
783318730319224832	P
783669473840627712	P
784109537326460929	P
784159657350823936	P
783124669259841536	P
783172969489104896	P
784511793905471488	P
784540871651762176	P
784521164416806916	P
784821333511270400	P
784817880927842304	P
784842517791576064	P
784185786946228228	P
785160468319047680	NEU
783745150937735169	P
783899318256279552	P
783123335521722368	P
785225277936963584	P
785310562729103361	P
785260170125250560	P
783532540913123328	P
783156940239147008	P
780613735031316480	P
780580504940732416	P
780569894513410048	P
780499694111916033	P
780586120757309440	P
780781581313183744	P
780776036489453568	NEU
780637980356710400	P
780764625902137344	P
780691209253642240	P
780632362216517632	P
779891855299383296	P
779821928307630080	P
780183609118494720	P
779517832254152704	P
780130420637650944	P
780961748606001152	P
780964893063282688	P
780836952048275456	P
780859368199823364	P
780844723883966464	P
779893756619268100	P
781141283758800896	P
780999932253790208	P
780423125091704833	P
780411715771039748	NEU
779539291622019072	P
777836746612609024	P
783049548474220545	P
782975653524049924	P
781823357914378241	P
781821498768105472	NEU
781697184634966016	P
781892356903624704	P
781920338196230144	P
782277166809681920	P
782069972658970624	P
782068560600457216	NEU
782254158480936960	P
781526421541888000	P
781331757681475584	P
782809141005942784	P
782813829608636416	N
782830919061307392	P
782802762836738048	P
782438718858813440	P
782599185849651200	P
782610664283963392	P
782308655362342913	P
782431920298786816	P
777312720181919744	P
777378425917038592	P
776977893691953153	NONE
777099921308680192	P
776989710510161920	P
777274839556030464	P
781713247951056896	NEU
781703885366894592	P
781320229792079872	P
782082666015420416	P
782081513156337664	P
782011621375938561	P
775739907620888576	P
775802293916692480	P
775765534063398916	P
775552107248230400	P
775557547424092160	P
775526047701880836	P
775417781143609344	P
775427372543770624	P
776503877269159938	P
776500041229987840	P
775888797942685696	P
776474197015072768	P
776462525399433216	P
776461735712722944	P
776461072941379584	P
776456715713802241	P
776457973648556032	P
775665650987524097	P
776165350505349120	P
776157943498694658	P
776095878968999936	P
776142611321159680	P
776067419374780417	P
776784783603040256	P
776776924832133122	P
776862816515096576	P
776187620481130496	P
776232633936195589	P
775532312696152064	P
776637754042118144	P
776360342599458816	P
774473153791655936	P
777624813389094913	P
788562429668003840	P
788771382247067648	P
788792995176935424	P
788222112892936192	P
788227910016593920	P
788153019342827520	P
787732737696362497	P
787730750535761920	P
787800586368475136	P
787803254423953408	P
787830912448917505	P
788864306456788992	P
788843012327702530	P
788826264400527360	P
787698064568020992	P
788425788458725376	P
788357788648955904	P
788407561720569858	NEU
789051925467496448	P
789177311190929408	P
789178002890297345	P
788601183103545345	P
788213963704107008	P
788236080025927680	P
789316199205244928	P
789264910509285377	P
789526770403962880	P
789478011347369985	P
793924059427905537	P
794229453278867456	P
793879276156248064	P
794450154753576960	P
794580353671430144	P
794624864955015168	P
794677553105485828	P
794703539624939520	P
793966941673320448	P
794231933966446592	P
794135682876919808	P
794190479231483904	P
794162107180793856	P
794296823582179328	P
794254560646856704	P
793815813740433408	P
793802258618077185	P
793963946638245888	P
793558537695879173	P
793513980119683072	P
793579697238077441	P
795431521037516800	P
795432065722257409	P
795459489189298176	P
795299556967796736	P
795320682154434560	P
795403194641698816	P
795472644523102210	P
795423043673726976	P
795362026713321472	P
795343414678192128	P
794913012192858112	P
795058374760988672	P
795052145821134849	P
794273061050712067	P
794509641535340544	P
794357109517336582	P
795805984782315520	P
795768451218493440	P
795734472620707840	NEU
795732959127105536	P
795614080723664896	P
795621098603868160	P
795631439228370944	P
795467252288077824	P
795488685185728512	P
795462169248731136	P
795489090007351298	P
795476998999212032	P
795476637265465344	P
795476475461980164	P
795139309447815168	N
793970868481380352	P
794035205430329344	P
793994133002186752	P
791293224589623296	P
791395134499729409	P
791357573626822656	P
791281180649877504	P
791292303725981696	P
791373661378908161	P
791346235290550272	P
790306040910721024	P
790404919169781760	P
790382020400713728	P
790575389710094336	P
790281088195264512	P
789991977009967104	P
790182747180560388	P
790333805164896261	P
789624411192188928	P
791703010208575489	P
791720747702087680	P
791723547509022720	P
791638792662769664	P
791049924779515904	P
789861161579737089	P
789692402441281536	P
789950106133008384	P
789884142246912001	P
790633131942506496	P
791404674033254400	P
791488940704399360	P
791492869244715008	P
791492078870069248	P
791526364910276608	P
791519885662818304	P
791461339822776320	P
791495854452506624	P
791495146558939136	P
791504082636836864	P
791419964385353728	P
791430936030306308	P
791466688717918212	P
790716325618483201	P
790623129534132224	P
790695801588740098	P
790230782577106944	P
790568635924303872	P
790413692294799360	P
791138808708358145	P
791138485289779200	P
791112680031526912	NEU
791087082047430656	P
791130358779609089	P
791077563447832576	P
790756388079341568	P
790009531376033792	P
790041097061986304	P
785597808510283776	P
785628765774680064	P
785650412170903552	P
785674562511921153	P
785674323461746688	P
785558330487951360	P
785889237900013568	P
786017013751615488	P
785698250141544448	P
785838857472401413	P
786261885523890176	P
786340517646786560	P
786269207113510912	P
786255537822457856	P
786336499386245120	P
786358018615209984	P
786028811452309504	P
786205980396748801	P
786201176324841473	P
786031212850622464	P
786065097974251520	P
786233897965223937	P
786030497457541120	P
786072417307328512	P
786082342888730624	P
786080463173615616	P
785685174126317569	P
786917767610064896	P
786801847948324866	NEU
786905599024005120	P
786904162587992065	P
786756366945939457	P
786602814843654144	P
786784450986274816	P
786838838844985344	P
785324836855963648	P
785330365200228352	P
785696306895331332	P
787032855364923392	P
787074317234438145	P
787072733632946176	P
787072686191157249	P
787021596573757440	P
786948536416014336	P
